id,text,clause_type,risk_level
CL05015,"(v) is required to be disclosed by applicable law, regulation, stock exchange rule or judicial process. 5. Receiving Party Personnel. The Receiving Party shall expressly restrict the possession, knowledge, development and use of Confidential Information to its partners, employees, consultants, professional advisors, agents, subcontractors and entities controlled by the Receiving Party or hired or engaged by the Receiving Party who have: (i) been determined to have a need to know, (ii) been advised of the proprietary nature of the Confidential Information being disclosed, (iii) been advised of their obligations as set forth in this Agreement to keep such Confidential Information confidential, and (iv) been placed under an obligation to the Receiving Party to preserve Confidential Information in confidence.",Confidentiality,Low
CL05016,"Provided, however, that in the event the termination of this Agreement is followed by a sale of all of the shares held by IMPCO in the JVC to MINDA/MIL, the JVC will have a right to continue to use the Technical Know How already received and absorbed on the condition that royalty payments under the TAA have been paid by the JVC to IMPCO or will be paid, as the case may be, for a minimum period of five (5) years, as provided in the TAA. (Page 18) The Parties agree that during the pendency of the winding up, the JVC will be allowed to use the Technical Know How to the extent the same is necessary for the purpose of implementing any orders pending in favour of its customers. (Page 18)",Termination,Medium
CL05017,Supplier will use commercially reasonable efforts to deliver Product to CUTANEA with minimum expiry dating remaining of [***]% of the approved shelf-life. (Page 6),Payment,Low
CL05018,"In addition to the Products, Calm shall have the right to identify up to five (5) additional products, with such products and the price thereof to be mutually agreed by the Parties, to be displayed, marketed, promoted, offered for sale and sold in the Stores in the Territory. (Page 2) Calm shall have the right, but not the obligation, to hire personnel of its choosing to be present in any Store(s) to assist in the display, marketing, promotion, offer for sale and sale of Products, provided, however, that no more than one such person shall be present at any one time in any store without the prior written consent of XSPA. (Page 4)",Payment,Low
CL05019,"EXCEPT (I) IN THE EVENT OF THE FRAUD OF A PARTY OR OF A PARTY’S BREACH OF ITS OBLIGATIONS UNDER ARTICLE 7 (INTELLECTUAL PROPERTY) OR ARTICLE 10 (CONFIDENTIALITY), OR (II) TO THE EXTENT ANY SUCH DAMAGES ARE REQUIRED TO BE PAID TO A THIRD PARTY AS PART OF A CLAIM FOR WHICH A PARTY PROVIDES INDEMNIFICATION UNDER THIS ARTICLE 9, NEITHER PARTY NOR ANY OF ITS AFFILIATES OR SUBLICENSEES SHALL BE LIABLE TO THE OTHER IN CONTRACT, TORT, NEGLIGENCE, BREACH OF STATUTORY DUTY OR OTHERWISE FOR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL, PUNITIVE, REMOTE, EXEMPLARY OR SPECULATIVE DAMAGES OR OTHER DAMAGES THAT ARE NOT PROBABLE AND REASONABLY FORESEEABLE AND IRRESPECTIVE OF WHETHER THAT PARTY OR ANY REPRESENTATIVE OF THAT PARTY HAS BEEN ADVISED OF, OR OTHERWISE MIGHT HAVE ANTICIPATED THE POSSIBILITY OF, ANY SUCH LOSS OR DAMAGE; PROVIDED, FOR CLARITY, [***]. (Page 35)",Liability,Medium
CL05020,Qualigen shall provide to Sekisui and for the benefit of Sekisui‚Äôs customers of Products a standard commercial written warranty that the Products will be free of defects in materials or workmanship starting from the date the Product has been received by Sekisui‚Äôs customer and ending after the length of time stated for the applicable Product on Exhibit D hereto (the ‚ÄúUser Warranty‚Äù). (Page 15),Warranty,Low
CL05021,"Non-Disclosure Agreement Date: Parties: [NAME OF INDIVIDUAL RECEIVING INFORMATION] of [address of individual] and FRODSHAM TOWN COUNCIL whose registered office is at CASTLE PARK HOUSE, CASTLE PARK, FRODSHAM, WA6 6SB (the Discloser) 1. The Discloser intends to disclose information (the Confidential Information) to the Recipient for the purpose of recommendation of future land use of the decommissioned play area on Ship Street (the Purpose).",Confidentiality,Low
CL05022,"Vector hereby agrees that it and its Representatives shall use the Evaluation Material solely for the purpose of evaluating a possible transaction between the parties, that the Evaluation Material will be kept confidential and that Vector and its Representatives will not disclose any of the Evaluation Material in any manner whatsoever; provided, however, that (i) Vector may make any disclosure of such information to which Captaris gives its prior written consent and (ii) any of such information may be disclosed by Vector to its Representatives who need to know such information for the sole purpose of evaluating and implementing a possible transaction between the parties, who shall keep such information confidential and who are provided with a copy of this letter agreement. In any event, Vector shall be responsible for any breach of this letter agreement by any of its Representatives, and Vector agrees, at its sole expense, to take reasonable measures (including but not limited to court proceedings) to restrain its Representatives from disclosure or use of the Evaluation Material in contravention of this agreement.",Confidentiality,Low
CL05024,"Manufacturer acknowledges and agrees that, as between the Parties, any Improvements or Developments that are specific to and otherwise solely relate to, the manufacturing, processing or packaging of Products (such Improvements and Developments, collectively, ‚ÄúCustomer-Owned Improvements and Developments‚Äù) shall be the exclusive property of Customer, and Customer shall own all rights, title and interest in and to such Customer-Owned Improvements and Developments. (Page 59) Manufacturer agrees to and hereby does irrevocably transfer, assign and convey, and shall cause its Personnel to irrevocably transfer, assign and convey, all rights, title and interest in and to each of the Customer-Owned Improvements and Developments to Customer free and clear of any encumbrances, and Manufacturer agrees to execute, and shall cause its subcontractors and Personnel to execute, all documents necessary to do so. (Page 59) Customer acknowledges and agrees that, as between the Parties, all Improvements and Developments made by or on behalf of Manufacturer in the conduct of activities under this Agreement or a Facility Addendum other than Customer-Owned Improvements and Developments (such Improvements and Developments, collectively, ‚ÄúManufacturer-Owned Improvements and Developments‚Äù) shall be the exclusive property of Manufacturer, and Manufacturer shall own all rights, title and interest in and to such Manufacturer- Owned Improvements and Developments. (Page 60) Customer agrees to and hereby does irrevocably transfer, assign and convey, and shall cause its Personnel to irrevocably transfer, assign and convey, all rights, title and interest in and to each of the Manufacturer-Owned Improvements and Developments to Manufacturer free and clear of any encumbrances, and Customer agrees to execute, and shall cause its Personnel and subcontractors to execute, all documents necessary to do so. All such assignments shall include existing or prospective Intellectual Property rights therein in any country. (Page 60)",Intellectual Property,High
CL05025,"CONFIDENTIALITY 10.1 Confidentiality. Each Party agrees that, during the Term and for a period of [***] years thereafter, such Party and its Affiliates will keep confidential and will not publish or otherwise disclose and will not use for any purpose other than as provided for in this Agreement (which includes the exercise of any rights or the performance of any obligations hereunder) any Confidential Information furnished to it or its Affiliates by the other Party or its Affiliates pursuant to this Agreement, except to the extent expressly authorized by this Agreement or as otherwise agreed to in writing by the Parties; provided, however, that the confidentiality and non-use obligations imposed by this Agreement with respect to trade secrets included in an item of Confidential Information will continue for as long as the disclosing Party continues to treat such Confidential Information as a trade secret. The foregoing confidentiality and non-use obligations do not apply to any portion of the other Party's Confidential Information that the receiving Party can demonstrate by competent written proof:",Confidentiality,Low
CL05026,"This Agreement will be governed by and construed inaccordance with the laws of British Columbia and the federal laws of Canada applicable in British Columbia, and the parties irrevocably submit to and accept generally and unconditionally the exclusive jurisdiction of the courts and appellate courts of British Columbia in that regard. (Page 3)",Governing Law,Low
CL05029,"During the Term, (a) Women.com will not buy, sell, display, distribute advertising from (including, but not limited to, banner ads, buttons, badges, text links, hyperlinks or editorial mentions) or otherwise promote a Competitive Company on any page of the Diet Center; <omitted> (c) Women.com will not enter into a relationship with a Competitive Company that involves any of the following; (i) custom developed mini or micro web sites; (ii) content integration; (iii) discounts offered only to Women.com members on the Member Central page of the Women.com Sites; (iv) editorial endorsement (such as <omitted> ""Brought to you by...."") or fixed placement of 468x60 (top) and 125x365 (side) banners within eight (8) of the Content Features selected by eDiets; and (v) anchor sponsorship in any multi-sponsor Women.com promotion. (Pages 2-3)",Non-Compete & Exclusivity,Medium
CL05030,"EXCEPT FOR AMOUNTS PAYABLE TO THIRD PARTIES IN CONNECTION WITH CLAIMS SUBJECT TO THE INDEMNIFICATION PROVISIONS OF SECTION 9.1 OR A BREACH OF EITHER PARTY’S OBLIGATIONS UNDER SECTION 5 (CONFIDENTIALITY), NEITHER PARTY WILL, UNDER ANY CIRCUMSTANCES, BE LIABLE TO THE OTHER PARTY FOR ANY LOST PROFITS OR ANY OTHER SPECIAL, INDIRECT OR CONSEQUENTIAL DAMAGES ARISING OUT OF OR RELATING TO THIS AGREEMENT EVEN IF THE PARTY HAS BEEN NOTIFIED OF THE POSSIBILITY OF SUCH DAMAGES. (Page 11)",Liability,Medium
CL05031,"MediWound shall make such records and data available for Vericel’s review on Vericel’s reasonable request as mutually agreed by the Parties. (Page 17) Vericel shall have the right from time to time during the Term of this Agreement, but not more than [***] (unless (i) otherwise agreed between the Parties or (ii) if Section 3.4(b) below applies) during normal business hours and upon not less than [***] prior notice (unless Section 3.4(b)(iv) applies), to enter and inspect any Facility and any related utilities and/or services used in Manufacturing Product in order to carry out a cGMP quality and compliance audit of those parts of the Facility involved in or which could have any impact on Manufacture of such Product (including those used for storing, warehousing and/or testing and utilities), including for the purpose of confirming that no types of product which could reasonably be expected to impact the quality of the Product are being manufactured on site in deviation of cGMP. (Page 18) In addition to the rights set out in Section 3.4(a), where (i) any audit carried out in accordance with this Section 3.4 has identified any breach of this Agreement, (ii) Vericel has a reasonable basis to suspect a breach of this Agreement, (iii) any previous audit carried out in accordance with this Section 3.4 has identified any major or critical findings, or (iv) if such audit is in response to or following an audit from a regulatory agency, and such audit resulted in a 483 or equivalent citation, then Vericel shall have the right to carry out, upon reasonable prior notice and during normal business hours, follow up compliance audit(s). (Page 18) MediWound shall use commercially reasonable efforts to procure the right for Vericel to have the same inspection rights described in this Section 3.4 at the premises of any such subcontractor, and if unable to procure such rights, shall carry out such audits itself and shall report its non-confidential findings to Vericel. (Page 19)",Audit Rights,Low
CL05032,"Each party agrees that, during the Term of this Agreement and for a period of five (5) years thereafter, neither will make written or oral comments regarding the other that are negative, disparaging, tend to bring the other into disrepute or call into question the business acumen, character, honesty or integrity of the other. (Page 4)",Dispute Resolution,Low
CL05033,The Parties may terminate its performance of related obligations under this Agreement within thirty (30) days of receipt by the Party of written termination notice. (Page 9),Termination,Medium
CL05034,"During the Term of this Agreement and after its expiration or termination, you agree not to directly or indirectly contest, or aid in contesting, the validity or ownership of the Proprietary Marks or take any action detrimental to our rights in the Proprietary Marks. (Page 20) To accept the validity of the Proprietary Marks as they exist now and in the future and agree that you will not contest the validity of any of the Proprietary Marks at any time; (Page 21) You and all Owners must execute a general release, in a form satisfactory to us, of all claims against us and our past, present and future affiliates, officers, directors, shareholders, agents and employees. (Page 30)",Dispute Resolution,Low
CL05035,"Neither Party may assign this Agreement to a Third Party unless both Parties have agreed to such assignment in a writing signed by an authorized representative of each Party hereto; provided, however, that upon providing written notice, (i) either Party may, without the other Party’s consent, assign this Agreement to an Affiliate or to any Third Party entity that acquires all or substantially all of its assets to which this Agreement relates and (ii) Achaogen may, without Microgenics’ consent, assign this Agreement (in whole or in part) to a Third Party licensee of Achaogen’s rights with respect to Plazomicin. (Page 33) Any assignment not in accordance with this Section 13.2 (Assignment) shall be void. (Page 33)",Assignment & Change of Control,Medium
CL05036,"Notwithstanding the foregoing, in the event ExxonMobil decides not to prosecute, defend, enforce, maintain or decides to abandon any Program Patent, then ExxonMobil will provide notice thereof to FCE, and FCE will then have the right, but not the obligation, to prosecute or maintain the Program Patent and sole responsibility for the continuing costs, taxes, legal fees, maintenance fees and other fees associated with that Program Patent. (Page 9) During the Term of this Agreement and for two (2) years thereafter, in the event that either Party decides to sell or convey its interest in or otherwise dispose of any Prior JDA Project Patent to any Non-Affiliated Third Party, such Party will inform the other Party, who will then have the right of first refusal to purchase or otherwise acquire the sole interest at same or better terms. (Page 9)",Non-Compete & Exclusivity,Medium
CL05037,"Owner covenants that it will maintain at all times during the Term of this Agreement insurance coverage for sudden and accidental pollution of $500,000,000. (Page 4)",Insurance,Low
CL05039,"Either party may terminate this Agreement, without cause, by giving the other party [*****] days prior written notice. (Page 9)",Termination,High
CL05040,"B. The Manuals shall at all times remain our sole property and shall promptly be returned upon the expiration or termination of this Agreement. C. The Manuals contain our proprietary information which you shall keep confidential both during the term of the franchise and subsequent to the expiration and/or termination of the franchise. You will at all times insure that your copy of the Manuals are available at the Franchised Restaurant premises in a current and up-to-date manner. At all times that the Manuals are not in use by authorized personnel, you will maintain the Manuals in a locked receptacle at the premises of the Franchised Restaurant, and will only grant authorized personnel, as defined in the Manuals, access to the key or lock combination of such receptacle. In the event of any dispute as to the contents of the Manuals, the terms of the master copy of the Manuals maintained by us at our home office will be controlling.",Confidentiality,Low
CL05041,"IntriCon must make all such records available for inspection, copying and audit by an independent auditor appointed by Dynamic Hearing (and to which IntriCon has no reasonable objection) during ordinary business hours at any time during the Term and for a period of one year following the expiration or earlier termination of this Agreement, provided that: <omitted> such audit must be at Dynamic Hearing’s expense unless the auditor finds an underpayment royalty due under this Agreement in excess of 5% in which case IntriCon must reimburse Dynamic Hearing’s reasonable cost of such audit; (Page 12)",Audit Rights,Medium
CL05042,"So long as the Option shall be in existence (whether or not exercisable), Skunkware and Licensor agree that Licensor will conduct its business in the ordinary course and will not, without the prior written consent of Licensee, merge or consolidated with any other entity, sell all or substantially all of its assets, grant or permit to exist any lien or encumbrance on any material portion of its assets, issue any securities to any person other than Skunkware or engage in any other transaction or enter into any other agreement other than in the ordinary course of business. (Page 4) Skunkware further agrees that, so long as the Option shall be in existence (whether or not exercisable), it shall be and remain the sole Stockholder Licensor, and Licensor shall not issue to any other person or entity any stock, warrants or similar rights to acquire equity interests in Licensor. (Page 4)",Assignment & Change of Control,Medium
CL05043,"Except with the prior written consent of an authorized officer of BKC, Franchisee shall not (a) directly or indirectly sell, assign, convey, give away, mortgage, pledge, hypothecate, charge, or otherwise transfer or encumber its rights or obligations under this Agreement, or assign any of Franchisee's rights or delegate any of its duties hereunder; (b) sell, issue, offer, transfer, convey, give away, or otherwise <omitted> grant or deliver any additional equity interests in the Franchisee, or (c) sell, assign, transfer, convey, or give away substantially all of the assets of the Franchised Restaurant. (Page 16) Except with the prior written consent of an authorized officer of BKC, no Principal shall directly or indirectly sell, assign, convey, give away, mortgage, pledge, hypothecate, charge, or otherwise transfer or encumber any legal or beneficial equity interest in Franchisee. (Page 16) Any sale, attempted sale, assignment, or other transfer of the interests described in Subparagraph 15.4.1 without first giving BKC the right of first refusal described above shall be void and of no force and effect, and shall constitute an Event of Default under Paragraph 17.1(k). (Page 17) If BKC does not exercise its option under Subparagraph 15.4.1, Franchisee may conclude the sale to the purchaser who made the offer provided BKC's consent to the assignment or sale be first obtained as provided below. (Page 17)",Assignment & Change of Control,Medium
CL05044,"Notwithstanding anything herein to the contrary, WYZZ shall continue to be the owner of and shall be entitled to all revenues resulting from the sale of advertising and other time on WYZZ-TV before, during and/or after the TermÕæ provided, however, in consideration of the Services, Nexstar shall be entitled to all revenues resulting from the sale of advertising and other time on the Stations during the Term remaining after the payment of the amounts set forth below: (a) Within seventy-five (75) days following the end of each month of a calendar year during the Term that ""BCF"" (as defined below) for such month, when combined with BCF for all prior months during such calendar year (other than any month which is outside the Term) is less than the Minimum BCF, Nexstar shall pay a fee to WYZZ in an amount equal to thirty-five percent (35%) of BCF for such month. Within seventy-five (75) days following the end of each month of a calendar year during the Term that BCF for such month, when combined with BCF for all prior months of such calendar year (other than any month which is outside the Term) is greater than the Minimum BCF, Nexstar shall pay a fee to WYZZ in an amount equal to 50% of BCF for such monthÕæ provided, in the first month of each calendar year in which this sentence applies, the fee with respect to the portion of BCF for such month which, when combined with BCF for all prior months during such year (other than any month which is outside the Term) is exactly equal to the Minimum BCF, shall equal thirty-five percent (35%) of such portion rather than fifty percent (50%). (Page 2)",Payment,Low
CL05045,"Improvements that (i) relate specifically to XENCOR Confidential Information and Know-How and/or the Product (or any modification, derivative¬†or¬†fragment¬†thereof),¬†and¬†(ii)¬†do¬†not¬†relate¬†to¬†BII¬†Confidential¬†Information¬†and¬†Know¬≠How¬†(collectively,¬†‚ÄúXENCOR¬†Intellectual Property‚Äù),¬†will¬†be¬†exclusively¬†owned¬†by¬†XENCOR¬†and¬†XENCOR¬†shall¬†control¬†patent¬†prosecution¬†and¬†maintenance¬†thereof. (Page 29) BII¬†(on¬†behalf of itself and its Affiliated Companies) agrees to assign and hereby assigns to XENCOR all right title and interest it may have in any XENCOR Intellectual Property (Page 29) BII shall provide reasonable assistance to XENCOR for any action which may be necessary to assign or otherwise transfer any rights to XENCOR Intellectual Property contemplated by this Section 8.2.1. (Page 29) Improvements that (i) relate specifically to BII Confidential Information and Know-How, and (ii) do not relate to XENCOR Confidential Information¬†and¬†Know¬≠How¬†(collectively,¬†‚ÄúBII¬†Intellectual¬†Property‚Äù)¬†will¬†be¬†exclusively¬†owned¬†by¬†BII,¬†and¬†BII¬†shall¬†control¬†patent prosecution and maintenance thereof. (Page 30) XENCOR agrees to assign and hereby assigns to BII all right title and interest it may have in any BII Intellectual Property. (Page 30) XENCOR shall provide reasonable assistance to BII for any action which may be necessary to assign or otherwise transfer such rights to BII Intellectual Property contemplated by this Section 8.2.2. (Page 30) BII shall have the first right to prosecute and maintain patent rights within the Other Improvements, at its expense, provided that if BII elects not to prosecute or maintain an Other Improvement it shall provide written notice to XENCOR, and XENCOR may elect to take over responsibility for prosecution and maintenance of such Other Improvement, at its own expense, by providing written notice to BII, in which case all rights to such Other Improvement shall be assigned to XENCOR. (Page 30)",Intellectual Property,Medium
CL05046,6.2 The Receiving Party shall indemnify the Disclosing Party against any loss or damage suffered by the Disclosing Party as a result of the failure of the Receiving Party or such other persons who are disclosed Confidential Information under this Agreement to comply with the terms of this Agreement.,Indemnification,Medium
CL05047,"NON-DISCLOSURE AND CONFIDENTIALITY AGREEMENT This NON-DISCLOSURE AND CONFIDENTIALITY AGREEMENT (“Agreement”) is made by and between: (i) the Office of the United Nations High Commissioner for Refugees, having its headquarters located at 94 rue de Montbrillant, 1202 Geneva, Switzerland (hereinafter “UNHCR” or the “Discloser”); and",Confidentiality,Low
CL05048,"In the event of expiration or termination of this Agreement, an Order or of Maintenance Services under this Agreement, Supplier agrees that upon the request of Bank of America, Supplier will, at no additional cost to Bank of America and through the period of paid up Maintenance Services, continue uninterrupted operations, conclude and cooperate with Bank of America in the transition of the business at Bank of America’s direction and in a manner that causes no material disruption to Bank of America business and operations. (Page 10) In no event shall the transition exceed one hundred eighty [180] calendar days from the date of termination unless the Parties otherwise agree in writing. (Page 10) At all times during the Term, upon request from Bank of America and upon termination of this Agreement for any reason, Supplier shall provide immediately to Bank of America the then-current version of any Work Product in Supplier’s possession. (Page 32)",Termination,Medium
CL05050,"In the event that such assignment would be unlawful, Vyera shall, and hereby does, grant to CytoDyn an exclusive, irrevocable, worldwide, sublicensable (including through multiple tiers), transferrable (without consent) royalty free license to any and all right, title and/or interest that it may have in or to an Invention. (Page 12) Following the expiration of the Royalty Term with respect to the Licensed Product, the licenses granted under Section 2.1 with respect to such Licensed Product in the Field and the Territory shall be non-exclusive, perpetual, irrevocable, fully-paid and royalty-free. (Page 21) Upon the expiration of the Royalty Term, the license granted to Vyera under Section 2.1 of this Agreement shall become non-exclusive, fully-paid, royalty free, perpetual and irrevocable. (Page 31)",Intellectual Property,High
CL05051,"Without limiting the generality of the foregoing, Biocept owns, and Life Technologies acknowledges Biocept‚Äôs ownership of, (i) the Assay and the Selector technology, and (ii) all Intellectual Property Rights in the Assay and the Selector technology, and Life Technologies agrees that it shall not do or suffer to be done any act or thing or undertake any action anywhere that in any manner might infringe, or impair the validity, scope, or title of Biocept in the Assay, the Selector technology or Intellectual Property Rights owned by Biocept. (Page 16)",Dispute Resolution,Low
CL05052,"Throughout the Term and for a period of six (6) months after the expiration or termination of this Agreement, neither XSPA nor any of its affiliates shall, directly or indirectly, sell, offer for sale, market or promote any digital meditation or digital sleep products (other than the Products), including online or in any Store in the Territory, without the express prior written consent of Calm. (Page 2) Throughout the Term and for a period of six (6) months after the expiration or termination of this Agreement, neither Calm nor any of its affiliates shall, directly or indirectly, sell, offer for sale, market or promote any digital meditation or digital sleep products in any retail location located in an airport other than in collaboration with XSPA, without the express prior written consent of XSPA. (Page 2)",Non-Compete & Exclusivity,Medium
CL05053,"Section 8.02. Confidential Information. Entrust and Nortel shall hold in trust ------------------------ and maintain confidential all Confidential Information relating to the other Party. ""Confidential Information"" shall mean all information disclosed by either ------------------------ Party to the other in connection with this Agreement whether orally, visually, in writing or in any other tangible form, and includes, but is not limited to, technical, scientific, economic and business data, business plans, and the like, but shall not include (i) information which becomes generally available other than by release in violation of the provisions of this Section 8.01, (ii) information which becomes available on a non-confidential basis to a Party from a source other than the other Party, provided the Party in question reasonably believes that such source is not or was not bound to hold such information confidential, (iii) information acquired or developed independently by a Party without violating this Section 8.02 or any other confidentiality agreement with the other Party and (iv) information that any Party reasonably believes it is required to disclose by law, provided that it first notifies the other Party of such requirement and allows such Party a reasonable opportunity to seek a protective order or other appropriate remedy to prevent such disclosure. Without prejudice to the rights and remedies of either Party, a Party disclosing any Confidential Information to the other Party in accordance with the provisions of this Agreement shall be entitled to equitable relief by way of an injunction if the other Party breaches or threatens to breach any provision of this Section 8.02.",Confidentiality,Low
CL05054,"Notwithstanding the foregoing, either party may terminate this Agreement at any time without liability by providing one hundred eighty (180) days written notice to the other party. (Page 1)",Termination,Low
CL05055,"ARTICLE I DEFINITIONS Section 1.1 Definitions. Except for the terms defined below, the capitalized terms used in this Agreement shall have the meanings ascribed to them in Section 1.1 of the Master Separation Agreement: ""Confidential Information"" has the meaning set forth in Section 9.2. 1",Confidentiality,Low
CL05056,"Except as set forth in Articles 7.1, 7.2, 8.1 and 8.2, it is explicitly agreed that nothing contained in this Agreement shall prevent either Party or any of their respective Affiliates from engaging, directly or indirectly, in any enterprise, which develops, manufactures, markets, or sells products that are not within the Field of Agreement, and except as set forth in Articles 7.1, 7.2, 8.1 and 8.2, either Party shall be free to engage in any business, enterprise, or undertaking, or to make any investment it chooses. (Page 7) The Party (or its Affiliate) that has developed, discovered or acquired such opportunity, product or process will, however, be entitled to exploit such opportunity, product or process for application outside the Field of Agreement. (Page 7) If the Board elects to pursue such Neutraceutical Opportunity, the Operating Company then shall have exclusive rights to exploit such Neutraceutical Opportunity, but solely with respect to use of Astaxanthin as a Neutraceutical, and, subject to Article 8.1, the Party (or its Affiliate) that has developed, discovered or acquired such opportunity, product or process will, however, be entitled to exploit such opportunity, product or process for application outside of use of Astaxanthin as a Neutraceutical (Page 7)",Non-Compete & Exclusivity,Medium
CL05057,"NON-DISCLOSURE AGREEMENT concluded between M&R Automation GmbH Teslastraße 8 A-8074 Grambach near Graz - hereinafter referred to as ""M&R"" - and xxxx GmbH Street xx, POSTAL CODE, CITY - hereinafter referred to as ""Partner"" - Preamble M&R will communicate, disclose or make accessible confidential information to the partner in the scope of a draft, an offer phase and/or project handling (hereinafter briefly referred to as ""Project""), among others.",Confidentiality,Low
CL05058,"The obligations of Affiliate and Network under this Agreement are subject to all applicable federal, state and local laws, rules and regulations, and this Agreement and all matters or issues collateral thereto shall be governed by the laws of the State of New York applicable to contracts to be entirely performed therein. (Page 15)",Governing Law,Low
CL05060,"Accordingly, LBIO shall have available, in addition to any other right or remedy available to it, the right to seek an injunction from a court of competent jurisdiction restraining such a breach (or threatened breach) and to specific performance of any such Section. (Page 20) NEITHER LBIO NOR MD ANDERSON, NOR ANY OF THEIR AFFILIATES, NOR ANY OF THEIR RESPECTIVE DIRECTORS, OFFICERS, MEMBERS OR EMPLOYEES, SHALL HAVE ANY LIABILITY OF ANY TYPE, FOR ANY SPECIAL, PUNITIVE, INCIDENTAL, INDIRECT OR CONSEQUENTIAL DAMAGES, INCLUDING THE LOSS OF OPPORTUNITY, LOSS OF USE, OR LOSS OF REVENUE OR PROFIT, IN CONNECTION WITH OR ARISING OUT OF THIS AGREEMENT OR ANY STUDY ORDER; PROVIDED, THAT, THE FOREGOING DISCLAIMER SHALL NOT APPLY WITH RESPECT TO (1) A PARTY’S INDEMNIFICATION OBLIGATIONS, (2) A PARTY’S BREACH OF ITS OBLIGATIONS UNDER THIS AGREEMENT WITH RESPECT TO CONFIDENTIALITY AND NON-USE OR INTELLECTUAL PROPERTY-RELATED MATTERS OR (3) A PARTY’S GROSS NEGLIGENCE OR WILLFUL MISCONDUCT. (Page 21)",Liability,Medium
CL05062,"Exhibit (d)(2) NON-DISCLOSURE AGREEMENT This AGREEMENT is effective as of January 12, 2015 (“Effective Date”) by and between Pitney Bowes Inc., a company having a place of business at 3001 Summer Street, Stamford, CT 06905 (together with its subsidiaries and other affiliates, “PBI”), and Borderfree, Inc., a company having a place of business at 292 Madison Avenue, 5th Floor, New York, NY 10017 (together with its subsidiaries and affiliates “Borderfree”).",Confidentiality,Low
CL05063,"Source: HF ENTERPRISES INC., S-1, 12/23/2019 EXHIBIT A MUTAL NON-DISCLOSURE AGREEMENT (Attached) 8 Source: HF ENTERPRISES INC., S-1, 12/23/2019",Confidentiality,Low
CL05064,"Any HOFV Works created pursuant to this Agreement shall exclusively be owned by the Village Media Company; provided, however, that, (i) PFHOF shall own all right, title, interest, and copyright in and to the underlying PFHOF Work(s) as further set forth in Section 2.5 and (ii) the Village Media Company‚Äôs ownership is subject in all events to any Rights Restrictions and the terms of the license (including the term of such license) granted by PFHOF in connection with such HOFV Work pursuant to Section 2.3. (Page 3) The Village Media Company agrees, on behalf of itself and its Affiliates and their permitted sublicensees, that all uses by the Village Media Company or any of its Affiliates or their respective permitted sublicensees of the PFHOF Work shall inure to the benefit of PFHOF, and any right that may accrue to the Village Media Company, any of its Affiliates or any of their respective permitted sublicensees related thereto and any goodwill associated therewith are hereby granted and assigned to PFHOF or its designee (Page 4)",Intellectual Property,Medium
CL05066,"During the first Contract Year, Wade will be available for (i) one production day for the purpose of creating marketing assets for Naked Products for unlimited use in advertisements and the media and (ii) one production day for creating marketing assets for Wade Products and Naked Products for unlimited use in advertisements and the media, each as permitted herein. (Page 3) Beginning in the second Contract Year, Wade will be available for a maximum of one (1) production day for creating marketing assets for Wade Products and Naked Products for unlimited use in advertisements and the media, for a maximum of three (3) consecutive hours, not including scheduled breaks, during such production day period. (Page 3) During the Term, Naked shall have the right in the Territory to the unlimited broadcast use and re-use of the Commercial Materials in the Territory (Page 4)",Intellectual Property,Medium
CL05067,"4. Non-Disclosure. The Restricted Party agrees not to dispute, contest, or deny any ownership rights of the Alliqua Entities of the Confidential Information or the Company Intellectual Property. The Restricted Party agrees to preserve and protect the confidentiality of all Confidential Information. The Restricted Party shall not directly or indirectly, disclose to any unauthorized person or use for the Restricted Party’s own account any Confidential Information. The Restricted Party shall hold all Confidential Information in the strictest confidence, and take all commercially reasonable precautions to prevent its inadvertent disclosure to any unauthorized person. The Restricted Party shall not, directly or indirectly, other than on behalf of the Alliqua Entities, utilize, disclose or make available to any other person or entity, any of the Confidential Information. Notwithstanding anything herein to the contrary, the covenants in this Section 4 shall not apply to Confidential Information that the Restricted Party is required to disclose by applicable Law, after providing written notice to the Alliqua Entities before producing the information, which notice shall be given as soon as practicable, so that the Alliqua Entities, at their sole expense, may seek a protective order or other appropriate remedy.",Confidentiality,Low
CL05068,"As between the Parties, the Parties shall jointly own all Inventions (including Improvements) developed, conceived or reduced to practice jointly by or on behalf of both Bioeq and Licensee (such Inventions, Joint Inventions, and such Improvements, Joint Improvements), and all Intellectual Property Rights and Know-How therein. (Page 20) Each Party hereby assigns to the other Party a joint equal and undivided interest in and to all Joint Inventions (including Joint Improvements) to effect such joint ownership of such Joint Inventions (including Joint Improvements). (Page 20) For those countries where a specific license is required for a joint owner of a Joint Invention or Joint Improvement to practice such Joint Invention or Joint Improvement, in such country, each Party hereby grants to the other Party a perpetual, irrevocable, non-exclusive, worldwide, royalty-free, fully paid-up license, transferable and sublicensable, under such Party‚Äôs right, title and interest in and to such Joint Invention or Joint Improvement to freely exploit such Joint Invention or Joint Improvement in such country, subject to the terms and conditions of this Agreement and the licenses granted hereunder. (Page 20)",Intellectual Property,High
CL05069,This Agreement shall automatically renew for consecutive one (1) year terms at XIMAGE's then prevailing rates at the end of each one (1) year term unless either party gives at least sixty (60) days prior written notice of the non-renewal of this Agreement. (Page 2),Renewal,Medium
